['Time', 'UserID', 'Wireless Signal Status', 'Blink', 'Wink Left', 'Wink Right', 'Look Left', 'Look Right', 'Eyebrow', 'Furrow', 'Smile', 'Clench', 'Smirk Left', 'Smirk Right', 'Laugh', 'Short Term Excitement', 'Long Term Excitement', 'Engagement/Boredom', 'Cognitiv Action', 'Cognitiv Power']
12.5498476028 , 0 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.000528378470335 , 0.0001981419191 , 0.567869007587 , 1 , 0.0


13.0190010071 , 0 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.000528378470335 , 0.000205113581615 , 0.565946340561 , 1 , 0.0


13.05027771 , 0 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.000528378470335 , 0.000205113581615 , 0.565946340561 , 1 , 0.0


13.5194311142 , 0 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.000528378470335 , 0.000212011858821 , 0.564215898514 , 1 , 0.0


13.5507078171 , 0 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.000528378470335 , 0.000212011858821 , 0.564215898514 , 1 , 0.0


14.0354995728 , 0 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.000528378470335 , 0.000218836750719 , 0.56265848875 , 1 , 0.0


14.0667762756 , 0 , 2 , 0 , 0 , 0
